.925	2.46444 	-0.263658 	39.7036 	0.0330216 	-0.011449 	0.0213407 	
117.93	2.48859 	-0.257672 	39.6425 	0.0331811 	-0.0127116 	0.0212193 	
117.935	2.50927 	-0.252736 	39.5824 	0.0332085 	-0.0138949 	0.0209705 	
117.94	2.52878 	-0.247002 	39.523 	0.0333505 	-0.0151986 	0.020941 	
117.945	2.54518 	-0.242508 	39.4694 	0.0335542 	-0.0163574 	0.0208866 	
117.95	2.56111 	-0.236954 	39.4244 	0.0336004 	-0.0174275 	0.0208429 	
117.955	2.57627 	-0.230853 	39.386 	0.0338707 	-0.0183273 	0.0208032 	
117.96	2.58898 	-0.22598 	39.3532 	0.0339584 	-0.0189868 	0.020768 	
117.965	2.60176 	-0.220123 	39.3252 	0.0340474 	-0.0197809 	0.0207428 	
117.97	2.61243 	-0.215458 	39.3012 	0.0342265 	-0.0205253 	0.0207218 	
117.975	2.62507 	-0.211794 	39.2708 	0.0343532 	-0.021349 	0.0207081 	
117.98	2.64395 	-0.207546 	39.2269 	0.0345584 	-0.0223281 	0.0207015 	
117.985	2.67408 	-0.203383 	39.1686 	0.0348988 	-0.0239482 	0.0205636 	
117.99	2.70909 	-0.195529 	39.1037 	0.0352353 	-0.0259028 	0.0203391 	
117.995	2.75233 	-0.185685 	39.0174 	0.0357874 	-0.0285861 	0.0201968 	
118	2.795 	-0.177015 	38.9307 	0.0362942 	-0.0311706 	0.0202294 	
118.005	2.83686 	-0.166962 	38.8408 	0.036697 	-0.0336928 	0.0202348 	
118.01	2.87313 	-0.160839 	38.763 	0.0369347 	-0.0358687 	0.0200924 	
118.015	2.90745 	-0.155433 	38.6925 	0.0370578 	-0.0375986 	0.0199979 	
118.02	2.9363 	-0.150766 	38.6332 	0.037182 	-0.0391007 	0.0197691 	
118.025	2.95949 	-0.144977 	38.5826 	0.0373915 	-0.0404874 	0.0197524 	
118.03	2.97985 	-0.140381 	38.5394 	0.0375501 	-0.0416509 	0.0197083 	
118.035	2.99747 	-0.136447 	38.5024 	0.0376858 	-0.0426447 	0.0196704 	
118.04	3.01276 	-0.13308 	38.4708 	0.0378019 	-0.0434935 	0.0196377 	
118.045	3.02424 	-0.13189 	38.4439 	0.0379011 	-0.0442184 	0.0196097 	
118.05	3.03464 	-0.130529 	38.4208 	0.0378844 	-0.0447297 	0.019584 	
118.055	3.04195 	-0.131053 	38.4012 	0.0378905 	-0.0451878 	0.0195621 	
118.06	3.05062 	-0.129353 	38.3892 	0.0377941 	-0.0454713 	0.0195417 	
118.065	3.05796 	-0.128033 	38.3879 	0.0377322 	-0.0457348 	0.0195244 	
118.07	3.06278 	-0.125037 	38.3898 	0.0376854 	-0.0457505 	0.0195047 	
118.075	3.06219 	-0.124334 	38.3953 	0.0376505 	-0.045596 	0.0194839 	
118.08	3.056 	-0.12312 	38.4041 	0.037524 	-0.0451885 	0.0194608 	
118.085	3.04706 	-0.123623 	38.4156 	0.037441 	-0.0446941 	0.0194373 	
118.09	3.03716 	-0.126922 	38.4344 	0.0372734 	-0.0439962 	0.0194119 	
118.095	3.02964 	-0.128995 	38.4533 	0.0372571 	-0.0433614 	0.019388 	
118.1	3.02524 	-0.128979 	38.4734 	0.0372219 	-0.0428395 	0.019368 	
118.105	3.02135 	-0.12921 	38.4946 	0.0370843 	-0.0424953 	0.0193541 	
118.11	3.01296 	-0.130907 	38.5166 	0.0368925 	-0.041864 	0.0193352 	
118.115	3.00362 	-0.131739 	38.5444 	0.0367539 	-0.0411784 	0.0193154 	
118.12	2.98613 	-0.135149 	38.5909 	0.036443 	-0.0400002 	0.0192871 	
118.125	2.96828 	-0.138691 	38.6456 	0.0362276 	-0.0387011 	0.0192558 	
118.13	2.94913 	-0.142533 	38.7131 	0.0358438 	-0.0372499 	0.0192233 	
118.135	2.92869 	-0.146982 	38.7758 	0.0355614 	-0.0358854 	0.0191923 	
118.14	2.90539 	-0.153578 	38.8374 	0.035325 	-0.0345522 	0.0191619 	
118.145	2.88185 	-0.156598 	38.8929 	0.0351279 	-0.0332457 	0.0191321 	
118.15	2.86122 	-0.157671 	38.9443 	0.0350662 	-0.0320697 	0.0191042 	
118.155	2.84426 	-0.155151 	39.0019 	0.0351013 	-0.0309805 	0.0192258 	
118.16	2.8299 	-0.15354 	39.0581 	0.035117 	-0.0298584 	0.0194442 	
118.165	2.81097 	-0.151353 	39.1337 	0.0350394 	-0.0284158 	0.0195914 	
118.17	2.7876 	-0.150716 	39.2124 	0.0348951 	-0.0269712 	0.0197132 	
118.175	2.75548 	-0.155889 	39.3055 	0.0346056 	-0.0249568 	0.0198014 	
118.18	2.72223 	-0.160193 	39.3989 	0.0343054 	-0.0228773 	0.0198694 	
118.185	2.68859 	-0.166629 	39.4897 	0.0338753 	-0.0205716 	0.0199174 	
118.19	2.66131 	-0.171328 	39.5742 	0.0335461 	-0.0187283 	0.0199608 	
118.195	2.63807 	-0.175175 	39.6542 	0.0331571 	-0.0172556 	0.0200012 	
118.2	2.62175 	-0.178396 	39.7305 	0.0329479 	-0.0160854 	0.0200365 	
118.205	2.61069 	-0.180954 	39.8085 	0.0326414 	-0.0151661 	0.0200697 	
118.21	2.60055 	-0.182976 	39.882 	0.0324009 	-0.0143608 	0.0200975 	
118.215	2.59358 	-0.189607 	39.9627 	0.0321894 	-0.0138824 	0.020126 	
118.22	2.59063 	-0.197801 	40.0327 	0.0318948 	-0.0137466 	0.0200093 	
118.225	2.5961 	-0.205901 	40.1013 	0.0315448 	-0.0140918 	0.0198022 	
118.23	2.61297 	-0.212664 	40.1677 	0.0311442 	-0.0150125 	0.0196697 	
118.235	2.64373 	-0.223661 	40.2471 	0.0305814 	-0.0169042 	0.0195832 	
118.24	2.69403 	-0.239052 	40.3445 	0.0299922 	-0.0200516 	0.0193963 	
118.245	2.75397 	-0.256167 	40.4455 	0.0292731 	-0.0236397 	0.0191401 	
118.25	2.83362 	-0.278663 	40.5613 	0.028434 	-0.028553 	0.0185494 	
118.255	2.91573 	-0.299897 	40.6681 	0.0275246 	-0.0335864 	0.0180056 	
118.26	3.00402 	-0.322982 	40.7662 	0.0266515 	-0.0389977 	0.017448 	
118.265	3.08151 	-0.345289 	40.8481 	0.025921 	-0.0437713 	0.0168563 	
118.27	3.14776 	-0.36205 	40.9131 	0.025301 	-0.0477613 	0.0165268 	
118.275	3.20025 	-0.376495 	40.9746 	0.0246692 	-0.0510621 	0.0162146 	
118.28	3.23695 	-0.386467 	41.0459 	0.0241676 	-0.0532747 	0.0159342 	
118.285	3.26634 	-0.394957 	41.1228 	0.0236397 	-0.0549721 	0.0156916 	
118.29	3.29185 	-0.405288 	41.2092 	0.0231059 	-0.0563772 	0.0154842 	
118.295	3.31326 	-0.416719 	41.2931 	0.0226699 	-0.0575987 	0.0153076 	
118.3	3.33469 	-0.425877 	41.3667 	0.0222839 	-0.059064 	0.0150181 	
118.305	3.3536 	-0.435527 	41.4286 	0.0219505 	-0.0604412 	0.0148032 	
118.31	3.37077 	-0.441858 	41.4766 	0.0217611 	-0.0618962 	0.0144769 	
118.315	3.38825 	-0.44433 	41.5135 	0.0215804 	-0.0630754 	0.0142266 	
118.32	3.4021 	-0.447123 	41.5461 	0.0215275 	-0.0641903 	0.0140143 	
118.325	3.41359 	-0.44943 	41.5789 	0.0213601 	-0.0650134 	0.0138315 	
118.33	3.42125 	-0.453037 	41.6109 	0.0212372 	-0.0657379 	0.0136757 	
118.335	3.42768 	-0.459215 	41.6424 	0.0211319 	-0.0663568 	0.0135428 	
118.34	3.4328 	-0.463851 	41.6682 	0.0209354 	-0.0669837 	0.0135807 	
118.345	3.43853 	-0.466257 	41.6854 	0.020682 	-0.0675981 	0.0137345 	
118.35	3.44444 	-0.467071 	41.6961 	0.0205881 	-0.068211 	0.0138375 	
118.355	3.45221 	-0.468321 	41.7012 	0.0205878 	-0.0688242 	0.0137786 	
118.36	3.45954 	-0.467792 	41.7017 	0.0206678 	-0.0694369 	0.013611 	
118.365	3.465 	-0.467902 	41.6932 	0.020607 	-0.0700432 	0.0133521 	
